word,tag
",",OTH
Darren,OTH
Espanto,OTH
",",OTH
at,FIL
iba,FIL
pa,FIL
.,OTH
Sa,FIL
19th,OTH
birthday,ENG
naman,FIL
ni,FIL
Andrea,OTH
",",OTH
pinutakti,FIL
ng,FIL
mga,FIL
netizen,ENG
ang,FIL
birthday,ENG
message,ENG
ni,FIL
Ricci,OTH
para,FIL
kay,FIL
Blythe,OTH
.,OTH
Grabe,FIL
yung,FIL
kalaban,FIL
nyo,FIL
coach,ENG
boxing,ENG
ata,FIL
laro,FIL
hindi,FIL
mo,FIL
din,FIL
masisi,FIL
si,FIL
uy,OTH
kitang,FIL
kita,FIL
naman,FIL
kasi,FIL
lahat,FIL
coach,ENG
sa,FIL
lahat,FIL
ng,FIL
laro,FIL
nyo,FIL
eto,FIL
yung,FIL
pinaka,FIL
hindi,FIL
ko,FIL
nagustohan,FIL
sa,FIL
mga,FIL
lalaban,FIL
nyo,FIL
yung,FIL
mga,FIL
ref,OTH
parang,FIL
di,FIL
marunong,FIL
mag,FIL
basketball,ENG
e,FIL
harap,FIL
na,FIL
nya,FIL
si,FIL
nem,OTH
kitang,FIL
kita,FIL
bulag,FIL
bulagan,FIL
e,FIL
mga,FIL
lapuk,FIL
e,FIL
sobrang,FIL
disiplina,FIL
ng,FIL
mga,FIL
player,ENG
ng,FIL
mavs,OTH
grabe,FIL
sobra,FIL
samantalang,FIL
eto,FIL
san,FIL
isidro,FIL
hay,OTH
nako,FIL
ayaw,FIL
kona,FIL
lang,FIL
mag,FIL
salita,FIL
kitang,FIL
kita,FIL
naman,FIL
Nitong,FIL
Martes,FIL
ng,FIL
madaling,FIL
araw,FIL
",",OTH
kinumbinsi,FIL
ni,FIL
Robredo,OTH
ang,FIL
mga,FIL
tagasuporta,FIL
nito,FIL
na,FIL
kumalma,FIL
lang,FIL
kasabay,FIL
ng,FIL
pagpapasalamat,FIL
sa,FIL
naging,FIL
kontribusyon,FIL
ng,FIL
mga,FIL
ito,FIL
sa,FIL
kanyang,FIL
kampanya,FIL
.,OTH
HAHAHAHAHAHAH,OTH
natakot,FIL
talaga,FIL
ako,FIL
di,FIL
ko,FIL
alam,FIL
nay,FIL
mga,FIL
rp,OTH
acca,OTH
pala,FIL
sila,FIL
Nagsalita,FIL
ang,FIL
Diyos,FIL
",",OTH
Nagdadala,FIL
Ako,FIL
ng,FIL
pagsunog,FIL
",",OTH
nagdadala,FIL
ng,FIL
poot,FIL
",",OTH
nagdadala,FIL
ng,FIL
lahat,FIL
ng,FIL
sakuna,FIL
.,OTH
Keber,FIL
na,FIL
rin,FIL
sila,FIL
sa,FIL
mga,FIL
naninirang-puri,FIL
",",OTH
pero,FIL
hindi,FIL
rin,FIL
nila,FIL
gagawin,FIL
ito,FIL
.,OTH
be,ENG
yung,FIL
kaba,FIL
ko,FIL
ngayon,FIL
lagpas,FIL
height,ENG
ko,FIL
buseeeet,FIL
kinakabahan,FIL
na,FIL
ako,FIL
magpresent,OTH
ng,FIL
renal,ENG
physio,OTH
!,OTH
Tama,FIL
hwag,FIL
isiksik,FIL
ang,FIL
sarili,FIL
sa,FIL
taong,FIL
ayaw,FIL
saiyo,FIL
dahil,FIL
walang,FIL
tahimik,FIL
na,FIL
buhay,FIL
pagganyan,FIL
Sa,FIL
mga,FIL
namumuno,FIL
talaga,FIL
ako,FIL
may,FIL
problema,FIL
.,OTH
Sa,FIL
mga,FIL
videos,ENG
nyo,FIL
natuto,FIL
akong,FIL
mgluto,FIL
.,OTH
Sana,FIL
hindi,FIL
maging,FIL
madamot,FIL
ang,FIL
pagkakataon,FIL
sa,FIL
akin,FIL
.,OTH
Lord,OTH
",",OTH
kahit,FIL
di,FIL
na,FIL
ko,FIL
manalo,FIL
basta,FIL
kasama,FIL
ako,FIL
sa,FIL
five,ENG
persons,ENG
na,FIL
mananalo,FIL
ng,FIL
$10k,OTH
!,OTH
Kahit,FIL
na,FIL
Siya,FIL
man,FIL
ay,FIL
gumagawa,FIL
sa,FIL
Israel,OTH
o,FIL
sa,FIL
Tsina,FIL
",",OTH
kahit,FIL
na,FIL
ang,FIL
gawain,FIL
man,FIL
ay,FIL
isinasakatuparan,FIL
ng,FIL
Espiritu,FIL
o,FIL
ng,FIL
katawang,FIL
tao,FIL
",",OTH
ang,FIL
lahat,FIL
ay,FIL
ginagawa,FIL
ng,FIL
Diyos,FIL
Mismo,FIL
",",OTH
at,FIL
hindi,FIL
magagawa,FIL
ng,FIL
kahit,FIL
na,FIL
sino,FIL
.,OTH
Sana,FIL
magkita,FIL
tayo,FIL
sa,FIL
personal,ENG
gusto,FIL
kopo,FIL
kayo,FIL
makita,FIL
support,ENG
po,FIL
ako,FIL
sa,FIL
mga,FIL
vlog,ENG
mo,FIL
palagi,FIL
po,FIL
ako,FIL
nano,FIL
nood,FIL
ako,FIL
sa,FIL
vlog,ENG
mo,FIL
sana,FIL
mapansin,FIL
moto,FIL
Pero,FIL
over,ENG
all,ENG
kahit,FIL
maliit,FIL
lang,FIL
ang,FIL
venue,ENG
ng,FIL
bahay,FIL
ninyo,FIL
naging,FIL
maganda,FIL
ang,FIL
outcome,ENG
ng,FIL
wedding,ENG
.,OTH
Mother,OTH
",",OTH
hindi,FIL
na,FIL
naman,FIL
nila,FIL
bobonggahan,FIL
ang,FIL
support,ENG
diyan,FIL
.,OTH
Pangalawa,FIL
naman,FIL
si,FIL
Moreno,OTH
na,FIL
pinili,FIL
ng,FIL
14,OTH
%,OTH
ng,FIL
respondents,ENG
.,OTH
Nagmanifest,OTH
pa,FIL
ako,FIL
ng,FIL
birthday,ENG
dilig,FIL
pero,FIL
vaccine,ENG
yung,FIL
nakuha,FIL
ko,FIL
ang,FIL
saya,FIL
Wag,FIL
maingay,FIL
mga,FIL
ginawang,FIL
AI,OTH
ng,FIL
bren,OTH
.,OTH
Nakalikom,FIL
si,FIL
Gomez,OTH
ng,FIL
two,ENG
points,ENG
",",OTH
kasalo,FIL
niya,FIL
sa,FIL
No,OTH
.,OTH
Naawa,FIL
ako,FIL
kay,FIL
nic,OTH
pero,FIL
at,ENG
the,ENG
same,ENG
time,ENG
natatawa,FIL
ako,FIL
hahahahha,OTH
ang,FIL
demonyo,FIL
ko,FIL
namang,FIL
friend,ENG
Walang-pangingimi,FIL
niyang,FIL
isinantabi,FIL
ang,FIL
Diyos,FIL
",",OTH
at,FIL
inilalayo,FIL
Siya,FIL
",",OTH
kung,FIL
saan,FIL
hindi,FIL
Siya,FIL
papansinin,FIL
ng,FIL
tao,FIL
",",OTH
lubhang,FIL
natatakot,FIL
na,FIL
kukunin,FIL
Niya,FIL
ang,FIL
kanilang,FIL
pansin,FIL
",",OTH
at,FIL
takot,FIL
na,FIL
takot,FIL
na,FIL
ang,FIL
bukal,FIL
ng,FIL
buhay,FIL
na,FIL
tubig,FIL
ng,FIL
Diyos,FIL
ay,FIL
makakaakit,FIL
sa,FIL
tao,FIL
",",OTH
at,FIL
makakamit,FIL
ang,FIL
tao,FIL
.,OTH
Sana,FIL
Pahintulot,FIL
ng,FIL
Panginoong,FIL
Diyos,FIL
Na,FIL
Manalo,FIL
sa,FIL
pagka,FIL
presidente,FIL
si,FIL
Bong,OTH
bong,OTH
Marcos,OTH
sobrang,FIL
Hirap,FIL
na,FIL
kc,FIL
ng,FIL
panahon,FIL
ngayon,FIL
Lahat,FIL
ng,FIL
bilihin,FIL
pataas,FIL
tapos,FIL
yung,FIL
sahod,FIL
kulang,FIL
na,FIL
kulang,FIL
sa,FIL
pamilya,FIL
gusto,FIL
ko,FIL
na,FIL
po,FIL
ng,FIL
bagong,FIL
phone,ENG
kasi,FIL
baka,FIL
isipin,FIL
nila,FIL
pinagmamalaki,FIL
ko,FIL
na,FIL
naka,FIL
ip,ENG
ako,FIL
",",OTH
dahil,FIL
panay,FIL
mirror,ENG
shot,ENG
mga,FIL
mare,FIL
sila,FIL
front,ENG
cam,ENG
ko,FIL
pls,OTH
lang,FIL
Wala,FIL
kayo,FIL
talagang,FIL
kakayahang,FIL
kontrolin,FIL
at,FIL
pagbulay-bulayin,FIL
ang,FIL
inyong,FIL
sarili,FIL
.,OTH
Naaliw,FIL
ako,FIL
",",OTH
nakakatawa,FIL
kayong,FIL
4,OTH
",",OTH
Gv,OTH
talaga,FIL
CROSS,ENG
MY,ENG
HEART,ENG
*kahit,OTH
kumain,FIL
pa,FIL
ako,FIL
ng,FIL
damo,FIL
Binigyan,FIL
napo,FIL
kami,FIL
ng,FIL
palugit,FIL
ng,FIL
inuupahan,FIL
namin,FIL
.,OTH
Kung,FIL
hindi,FIL
kami,FIL
nagkakamali,FIL
",",OTH
ito,FIL
ang,FIL
kauna-unahang,FIL
pagkakataon,FIL
na,FIL
sasabak,FIL
ang,FIL
aktor,FIL
sa,FIL
isang,FIL
May-December,ENG
love,ENG
affair,ENG
kung,FIL
saan,FIL
ang,FIL
karakter,FIL
niyang,FIL
si,FIL
Conrado,OTH
ay,FIL
mai-involve,FIL
sa,FIL
babaeng,FIL
kaibigan,FIL
ng,FIL
kanyang,FIL
anak,FIL
na,FIL
gagampanan,FIL
nga,FIL
ni,FIL
Ayana,OTH
na,FIL
una,FIL
namang,FIL
napanood,FIL
sa,FIL
Vivamax,OTH
original,ENG
movies,ENG
na,FIL
Pornstar,OTH
2,OTH
at,FIL
Siklo,FIL
.,OTH
Mamatay,FIL
ang,FIL
lalaki,FIL
na,FIL
yan,FIL
ng,FIL
dahil,FIL
sa,FIL
Alak,FIL
.,OTH
Ang,FIL
role,ENG
daw,FIL
niya,FIL
sa,FIL
kampanya,FIL
ay,FIL
pag-entertain,OTH
sa,FIL
mga,FIL
tao,FIL
sa,FIL
pamamagitan,FIL
ng,FIL
pagkanta,FIL
",",OTH
o,FIL
kaya,FIL
naman,FIL
ay,FIL
pagsasalita,FIL
at,FIL
panghihikayat,FIL
na,FIL
iboto,FIL
ang,FIL
kaniyang,FIL
mister,ENG
sa,FIL
highest,ENG
position,ENG
in,ENG
the,ENG
land,ENG
.,OTH
Binasag,FIL
na,FIL
ni,FIL
Jennylyn,OTH
Mercado,OTH
ang,FIL
kanyang,FIL
pananahimik,FIL
sa,FIL
isyu,FIL
ng,FIL
health,ENG
condition,ENG
at,FIL
pregnancy,ENG
issue,ENG
sa,FIL
kanya,FIL
.,OTH
Pero,FIL
nang,FIL
mabanggit,FIL
ang,FIL
isang,FIL
Korean,ENG
actor,ENG
ay,FIL
tila,FIL
nagbago,FIL
ang,FIL
timpla,FIL
ni,FIL
Luis,OTH
.,OTH
Nag,FIL
iipon,FIL
naman,FIL
ako,FIL
pang,FIL
placement,ENG
fee,ENG
kaso,FIL
wala,FIL
pa,FIL
sa,FIL
kalahati,FIL
ang,FIL
naiipon,FIL
ko,FIL
Wala,FIL
din,FIL
akong,FIL
family,ENG
relatives,ENG
na,FIL
gustong,FIL
tumulong,FIL
sakin,FIL
para,FIL
mag,FIL
sponsor,ENG
.,OTH
Kakampink,FIL
",",OTH
katropa,FIL
mo,FIL
ako,FIL
dito,FIL
sa,FIL
!,OTH
Bukod,FIL
sa,FIL
logistic,ENG
cost,ENG
",",OTH
sinabi,FIL
ni,FIL
Drilon,OTH
na,FIL
maaaring,FIL
magkaroon,FIL
ng,FIL
korapsiyon,FIL
kung,FIL
ibibigay,FIL
ang,FIL
pera,FIL
nang,FIL
direkta,FIL
sa,FIL
mga,FIL
lokal,FIL
na,FIL
opisyal,FIL
.,OTH
Kung,FIL
pipikit,FIL
ka,FIL
at,FIL
pakikinggan,FIL
ang,FIL
kanta,FIL
niya,FIL
Iisipin,FIL
mo,FIL
Si,FIL
Sarah,OTH
Geronimo,OTH
Galing,FIL
baqt,FIL
di,FIL
kayo,FIL
nagjjoin,OTH
sa,FIL
zoom,OTH
samahan,FIL
niyo,FIL
kaming,FIL
mawalan,FIL
ng,FIL
dignidad,FIL
here,ENG
Pano,FIL
po,FIL
sumali,FIL
sa,FIL
inyo,FIL
kuya,FIL
khent,OTH
sana,FIL
po,FIL
makasama,FIL
ako,FIL
ay,FIL
wag,FIL
ganon,FIL
",",OTH
poster,ENG
ako,FIL
baka,FIL
pagsisihan,FIL
mo,FIL
Ninong,FIL
anong,FIL
mga,FIL
recipe,ENG
nyo,FIL
para,FIL
sa,FIL
tamad,FIL
at,FIL
ayaw,FIL
maghugas,FIL
Sa,FIL
sinabi,FIL
palang,FIL
niya,FIL
na,FIL
"""",OTH
ang,OTH
administrasyon,FIL
ang,FIL
nag,FIL
desisyon,FIL
na,FIL
tumakbo,FIL
siya,FIL
is,ENG
sobrang,FIL
babaw,FIL
na,FIL
ng,FIL
rason,FIL
.,OTH
Yung,FIL
mga,FIL
pumalit,FIL
kasi,FIL
at,FIL
nagpatanggal,FIL
sa,FIL
pwesto,FIL
ni,FIL
ExPresiidentMarcos,OTH
puro,FIL
magnanakaw,FIL
at,FIL
ganid,FIL
sa,FIL
salapi,FIL
",",OTH
kaya,FIL
superpower,ENG
ang,FIL
mga,FIL
oligarko,FIL
dito,FIL
sa,FIL
.,OTH
pilipinas,FIL
Sana,FIL
maupload,FIL
na,FIL
ibang,FIL
ep,OTH
ang,FIL
ganda,FIL
talaga,FIL
Instrument,ENG
kayo,FIL
ng,FIL
Lord,OTH
para,FIL
matulungan,FIL
ang,FIL
mga,FIL
kapwa,FIL
Pilipino,FIL
.,OTH
Sinabi,FIL
ni,FIL
Claudine,OTH
na,FIL
mahal,FIL
niya,FIL
ang,FIL
mga,FIL
ito,FIL
",",OTH
at,FIL
it,ENG
makes,ENG
her,ENG
sad,ENG
na,FIL
naiipit,FIL
ang,FIL
mga,FIL
bata,FIL
sa,FIL
kanilang,FIL
away,FIL
.,OTH
Nakaka,FIL
good,ENG
vibes,ENG
",",OTH
ang,FIL
sya,FIL
.,OTH
Nang,FIL
bumula,FIL
ang,FIL
bibig,FIL
ng,FIL
jumping,ENG
lason,FIL
mah,ENG
dudes,ENG
!,OTH
Nasa,FIL
kabuoang,FIL
3,OTH
",",OTH
924,OTH
naman,FIL
ang,FIL
mga,FIL
gumaling,FIL
.,OTH
sa,FIL
gdm,OTH
namin,FIL
",",OTH
hindi,FIL
pwedeng,FIL
wala,FIL
kang,FIL
typo,ENG
",",OTH
kapag,FIL
walang,FIL
typo,ENG
tanggal,FIL
HAHAHAHA,OTH
Ang,FIL
RT-PCR,OTH
test,ENG
ay,FIL
gagawin,FIL
sa,FIL
ikalimang,FIL
araw,FIL
ng,FIL
quarantine,ENG
.,OTH
Waiting,ENG
parin,FIL
ako,FIL
kuya,FIL
vins,OTH
sa,FIL
full,ENG
review,ENG
ng,FIL
redmi,OTH
note,OTH
11,OTH
pr0,OTH
may,FIL
balak,FIL
ulit,FIL
ako,FIL
mag-drop,FIL
!,OTH
Ilan,FIL
bang,FIL
tao,FIL
",",OTH
sa,FIL
pagkatagpo,FIL
sa,FIL
sarili,FIL
nilang,FIL
lugar,FIL
sa,FIL
liwanag,FIL
",",OTH
ang,FIL
nakakadama,FIL
ng,FIL
biglaang,FIL
matinding,FIL
kirot,FIL
sa,FIL
puso,FIL
at,FIL
napapaluha,FIL
dahil,FIL
sa,FIL
kanilang,FIL
mahabang,FIL
mga,FIL
taon,FIL
ng,FIL
kalungkutan,FIL
?,OTH
Ang,FIL
hirap,FIL
",",OTH
puro,FIL
ka,FIL
dede,FIL
wala,FIL
kanamang,FIL
utak,FIL
Nanghihingi,FIL
ng,FIL
kiss,ENG
sa,FIL
chat,ENG
Ang,FIL
pogi,FIL
ginawa,FIL
ko,FIL
tong,FIL
header,ENG
hahaha,OTH
napalayas,FIL
si,FIL
chanyeol,OTH
ng,FIL
de,FIL
oras,FIL
Ngayon,FIL
na,FIL
lang,FIL
ulit,FIL
ako,FIL
nanood,FIL
ng,FIL
vlog,ENG
Nitong,FIL
Hunyo,FIL
lang,FIL
",",OTH
P163,OTH
.,OTH
3,OTH
bilyon,FIL
ang,FIL
dinagdag,FIL
na,FIL
utang,FIL
dahil,FIL
malaki,FIL
ang,FIL
hinina,FIL
sa,FIL
koleksyon,FIL
ng,FIL
buwis,FIL
nang,FIL
maraming,FIL
mga,FIL
negosyo,FIL
ang,FIL
nalugi,FIL
at,FIL
nagsara,FIL
dala,FIL
ng,FIL
lockdown,ENG
at,FIL
quarantine,ENG
na,FIL
isinagawa,FIL
para,FIL
awatin,FIL
ang,FIL
pagkalat,FIL
ng,FIL
COVID-19,OTH
sa,FIL
bansa,FIL
.,OTH
Sa,FIL
oras,FIL
na,FIL
ito,FIL
",",OTH
inilalaan,FIL
sa,FIL
Akin,FIL
ng,FIL
lahat,FIL
ng,FIL
tao,FIL
ang,FIL
pinakamainam,FIL
sa,FIL
kanilang,FIL
mga,FIL
sarili,FIL
.,OTH
Naglaga,FIL
si,FIL
Manang,FIL
Delia,OTH
ng,FIL
luya,FIL
at,FIL
Ito,FIL
ang,FIL
unti-unti,FIL
ininom,FIL
ni,FIL
Lorena,OTH
hanggang,FIL
mahimasmasan,FIL
.,OTH
Happy,ENG
Halloween,OTH
sa,FIL
mga,FIL
ghoster,OTH
dyan,FIL
hahaha,OTH
ang,FIL
hotdog,ENG
nyo,FIL
akala,FIL
ko,FIL
ba,FIL
kakain,FIL
ka,FIL
lang,FIL
mukhang,FIL
gutom,FIL
na,FIL
gutom,FIL
ka,FIL
solid,ENG
kanina,FIL
naka,FIL
13,OTH
wins,ENG
ako,FIL
kaso,FIL
mgayon,FIL
maalat,FIL
3-6,OTH
bukas,FIL
ng,FIL
madaling,FIL
araw,FIL
na,FIL
lang,FIL
laro,FIL
hehehe,OTH
salamat,FIL
sa,FIL
strat,OTH
at,FIL
tutor,ENG
sa,FIL
mga,FIL
laro,FIL
Nakakasawa,FIL
na,FIL
itong,FIL
balita,FIL
na,FIL
to,FIL
napakadaming,FIL
problema,FIL
ng,FIL
bansa,FIL
para,FIL
ikaw,FIL
ng,FIL
ikaw,FIL
pagtuunan,FIL
pansin,FIL
!,OTH
Tugon,FIL
ito,FIL
ng,FIL
Palasyo,FIL
sa,FIL
hirit,FIL
ng,FIL
Commission,OTH
on,OTH
Human,OTH
Rights,OTH
(,OTH
CHR,OTH
),OTH
na,FIL
itigil,FIL
ang,FIL
sexist,ENG
at,FIL
misogynistic,ENG
joke,ENG
nito,FIL
sa,FIL
mga,FIL
kababaihan,FIL
.,OTH
O,FIL
di,FIL
ngayon,FIL
maluwang,FIL
na,FIL
ang,FIL
traffic,ENG
ng,FIL
Maynila,FIL
.,OTH
andami,FIL
niyong,FIL
sinirang,FIL
ngipin,FIL
",",OTH
dahil,FIL
diyan,FIL
sa,FIL
pag,FIL
hoard,ENG
niyo,FIL
ng,FIL
milyon-milyon,FIL
na,FIL
baryang,FIL
iyan,FIL
.,OTH
nakakakilig,FIL
sana,FIL
kayo,FIL
ang,FIL
magkatuluyan,FIL
Naubos,FIL
ko,FIL
sa,FIL
isang,FIL
upuan,FIL
grabe,FIL
ang,FIL
saya,FIL
ko,FIL
sa,FIL
panaginip,FIL
ko,FIL
kahit,FIL
papaano,FIL
nayakap,FIL
kita,FIL
Kung,FIL
feeling,ENG
niyo,FIL
nagbago,FIL
o,FIL
lumayo,FIL
man,FIL
siya,FIL
",",OTH
part,ENG
yun,FIL
ng,FIL
pinagdaraanan,FIL
niya,FIL
.,OTH
Mga,FIL
Marcos,OTH
jan,FIL
nkapagpagawa,FIL
ba,FIL
ng,FIL
KHit,FIL
Isang,FIL
condominiums,ENG
man,FIL
Lang,FIL
sa,FIL
mga,FIL
mahihirap,FIL
?,OTH
Ayaw,FIL
mo,FIL
ng,FIL
broken,ENG
family,ENG
",",OTH
ayaw,FIL
mong,FIL
lumaki,FIL
ang,FIL
mga,FIL
anak,FIL
mo,FIL
na,FIL
walang,FIL
ama,FIL
.,OTH
Walang,FIL
bibiyahe,FIL
kung,FIL
hindi,FIL
papatulan,FIL
ang,FIL
sobrang,FIL
mahal,FIL
ng,FIL
s8ngil,OTH
.,OTH
Sino,FIL
ba,FIL
yung,FIL
basher,ENG
ng,FIL
KMJS,FIL
nakita,FIL
nyo,FIL
maraming,FIL
naitulong,FIL
ang,FIL
KMJS,FIL
Baka,FIL
ikaw,FIL
na,FIL
ang,FIL
matulungan,FIL
Parang,FIL
ang,FIL
saya,FIL
diyan,FIL
tumira,FIL
hehe,OTH
tsismoso,FIL
talaga,FIL
tong,FIL
mga,FIL
to,FIL
",",OTH
pag,FIL
nag-story,FIL
ako,FIL
ng,FIL
kung,FIL
anu-ano,FIL
",",OTH
konti,FIL
nagvi-view,FIL
.,OTH
2,OTH
am,OTH
ako,FIL
natulog,FIL
e,FIL
gising,FIL
ng,FIL
5am,OTH
buti,FIL
gumagana,FIL
utak,FIL
ko,FIL
sa,FIL
pagsasagot,FIL
The,ENG
fact,ENG
that,ENG
andami,FIL
mong,FIL
inuuna,FIL
kesa,FIL
makinig,FIL
sa,FIL
mga,FIL
sinasabi,FIL
ko,FIL
tapos,FIL
maya,FIL
maya,FIL
ako,FIL
nanaman,FIL
pag,FIL
iinitan,FIL
mo,FIL
ng,FIL
ulo,FIL
Yung,FIL
ginawa,FIL
pa,FIL
akong,FIL
judge,ENG
ng,FIL
dance,ENG
bago,FIL
ipost,FIL
sa,FIL
tiktok,OTH
Nagulat,FIL
ako,FIL
ron,FIL
sa,FIL
intro,ENG
Dahil,FIL
alam,FIL
nila,FIL
si,FIL
noli,OTH
ay,FIL
isang,FIL
newscaster,ENG
sya,FIL
po,FIL
ay,FIL
magbabalita,FIL
habang,FIL
buhay,FIL
.,OTH
Sinabi,FIL
ni,FIL
Guiagui,OTH
na,FIL
sinimulan,FIL
nila,FIL
ang,FIL
pagsasara,FIL
sa,FIL
mga,FIL
kalsada,FIL
na,FIL
maaaring,FIL
daanan,FIL
ng,FIL
mga,FIL
deboto,FIL
simula,FIL
pa,FIL
noong,FIL
Biyernes,FIL
kaya,FIL
tiyak,FIL
nila,FIL
na,FIL
walang,FIL
makakalusot,FIL
.,OTH
Sana,FIL
sa,FIL
susunod,FIL
na,FIL
mga,FIL
taon,FIL
mapanood,FIL
pa,FIL
kita,FIL
.,OTH
At,FIL
opposition,ENG
talaga,FIL
ako,FIL
sa,FIL
mga,FIL
taong,FIL
ang,FIL
kakapal,FIL
ng,FIL
mukha,FIL
tumakbo,FIL
wala,FIL
namang,FIL
ginawa,FIL
kundi,FIL
maging,FIL
pulpulitiko,FIL
.,OTH
Instant,ENG
trending,ENG
sa,FIL
social,ENG
media,ENG
ang,FIL
dalawang,FIL
player,ENG
dahil,FIL
sa,FIL
kanilang,FIL
vintage,ENG
performance,ENG
para,FIL
tulungan,FIL
ang,FIL
Lakers,OTH
na,FIL
masungkit,FIL
ang,FIL
panalo,FIL
sa,FIL
iskor,FIL
na,FIL
126-114,OTH
.,OTH
So,ENG
bakit,FIL
niyo,FIL
pinipilit,FIL
gibain,FIL
siya,FIL
.,OTH
Pangit,FIL
lamang,FIL
ang,FIL
ugali,FIL
ng,FIL
lipunan,FIL
.,OTH
Dapat,FIL
malaman,FIL
ng,FIL
mga,FIL
tao,FIL
",",OTH
sa,FIL
pamamagitan,FIL
ng,FIL
pagkilala,FIL
sa,FIL
saloobin,FIL
ng,FIL
Diyos,FIL
",",OTH
kung,FIL
paano,FIL
nilang,FIL
malalaman,FIL
ang,FIL
disposisyon,FIL
ng,FIL
Diyos,FIL
at,FIL
mauunawaan,FIL
nang,FIL
paunti,FIL
unti,FIL
ang,FIL
Kanyang,FIL
puso,FIL
.,OTH
Hindi,FIL
nababawasan,FIL
ang,FIL
sakit,FIL
",",OTH
mas,FIL
lalo,FIL
lang,FIL
tumitindi,FIL
sa,FIL
pagdaan,FIL
ng,FIL
araw,FIL
.,OTH
Kaya,FIL
",",OTH
sinasabing,FIL
madaling,FIL
maniwala,FIL
ang,FIL
tao,FIL
basta,FIL
may,FIL
bahid,FIL
ng,FIL
karangyaan,FIL
.,OTH
Ayon,FIL
kay,FIL
Dong,OTH
",",OTH
lilimitahan,FIL
na,FIL
niya,FIL
ngayon,FIL
ang,FIL
pagbabahagi,FIL
sa,FIL
publiko,FIL
ng,FIL
mga,FIL
nangyayari,FIL
sa,FIL
mga,FIL
anak,FIL
nila,FIL
ni,FIL
Yanyan,OTH
na,FIL
sina,FIL
Zia,OTH
at,FIL
Sixto,OTH
Dantes,OTH
.,OTH
Pass,ENG
sa,FIL
mga,FIL
marcos,OTH
apologists,ENG
though,ENG
.,OTH
Kung,FIL
hindi,FIL
mo,FIL
malinaw,FIL
na,FIL
nalalaman,FIL
ang,FIL
gawain,FIL
ng,FIL
Diyos,FIL
",",OTH
magiging,FIL
negatibo,FIL
ka,FIL
;,OTH
ito,FIL
ay,FIL
dahil,FIL
ang,FIL
gawain,FIL
ng,FIL
Diyos,FIL
ay,FIL
makikita,FIL
lamang,FIL
sa,FIL
iilang,FIL
tao,FIL
.,OTH
Inamin,FIL
ni,FIL
Health,OTH
Undersecretary,OTH
Rosario,OTH
Vergeire,OTH
na,FIL
matumal,FIL
pa,FIL
rin,FIL
ang,FIL
aplikante,FIL
para,FIL
sa,FIL
health,ENG
workers,ENG
sa,FIL
ilalim,FIL
ng,FIL
emergency,ENG
hiring,ENG
program,ENG
ng,FIL
Department,OTH
of,OTH
Health,OTH
(,OTH
DOH,OTH
),OTH
para,FIL
tugunan,FIL
ang,FIL
kakapusan,FIL
sa,FIL
frontliners,ENG
sa,FIL
panahon,FIL
ng,FIL
pandemya,FIL
.,OTH
Naniniwala,FIL
si,FIL
Pangulong,FIL
Rodrigo,OTH
Duterte,OTH
na,FIL
kailangan,FIL
ng,FIL
martial,ENG
law,ENG
powers,ENG
para,FIL
maayos,FIL
ang,FIL
mga,FIL
estero,FIL
sa,FIL
bansa,FIL
na,FIL
aniyay,FIL
dahilan,FIL
kung,FIL
bakit,FIL
madumi,FIL
pa,FIL
rin,FIL
ang,FIL
Manila,OTH
Bay,OTH
.,OTH
Ang,FIL
layo,FIL
ko,FIL
na,FIL
kay,FIL
God,OTH
kaya,FIL
siguro,FIL
hindi,FIL
n,FIL
ako,FIL
masaya,FIL
sa,FIL
buhay,FIL
ko,FIL
.,OTH
Bumalik,FIL
ako,FIL
sa,FIL
dinaanan,FIL
ko,FIL
para,FIL
maabot,FIL
ko,FIL
sa,FIL
kanya,FIL
yung,FIL
extra,ENG
payong,FIL
ko,FIL
at,FIL
naglakad,FIL
na,FIL
kami,FIL
nang,FIL
sabay,FIL
.,OTH
Ang,FIL
ipon,FIL
",",OTH
maliit,FIL
man,FIL
o,FIL
malaki,FIL
",",OTH
ay,FIL
siguradong,FIL
makatutulong,FIL
sa,FIL
mga,FIL
biglaan,FIL
o,FIL
hindi,FIL
inaasahang,FIL
gastusin,FIL
.,OTH
bitin,FIL
naman,FIL
po,FIL
ang,FIL
vlog,ENG
nyo,FIL
hehe,OTH
Ang,FIL
lakas,FIL
ng,FIL
loob,FIL
ipasara,FIL
ang,FIL
abs-cbn,FIL
pero,FIL
mas,FIL
malupit,FIL
pa,FIL
Pala,FIL
ang,FIL
ginagawa,FIL
nya,FIL
lalo,FIL
na,FIL
sa,FIL
mga,FIL
bata,FIL
at,FIL
sa,FIL
diyos,FIL
Ang,FIL
dramatic,ENG
ng,FIL
"""",OTH
OH,ENG
MY,ENG
GODDDD,ENG
"""",OTH
ko,FIL
habang,FIL
nagbabasa,FIL
ng,FIL
double,ENG
rainbow,ENG
tapos,FIL
hindi,FIL
pala,FIL
ako,FIL
naka,FIL
mute,ENG
sa,FIL
zoom,OTH
shutaaaaaaa,FIL
16,OTH
sections,ENG
ng,FIL
univ,OTH
yung,FIL
nandito,FIL
?,OTH
PS,OTH
hindi,FIL
po,FIL
ako,FIL
ikakasal,FIL
.,OTH
Ang,FIL
pmmigay,FIL
ni,FIL
